url_length,num_dots,num_hyphen,contains_ip,has_https,domain_age,suspicious_words,redirect_count,entropy_score,label
27,1,0,0,1,2857,1,0,3.8101,0
33,1,2,0,1,11,4,2,4.0896,1
24,1,0,0,1,7660,0,1,3.8554,0
35,1,2,1,1,26,2,1,4.1287,1
24,1,0,0,1,4219,0,1,3.7091,0
34,1,2,0,0,23,5,3,3.9735,1
27,1,0,0,1,3027,0,0,3.8562,0
36,1,2,0,0,27,2,4,4.2737,1
24,1,0,0,1,6412,1,0,3.8035,0
33,1,2,1,0,26,5,5,4.2336,1
24,1,0,0,1,7594,0,1,3.7202,0
32,1,2,0,0,18,3,2,4.0153,1
24,1,0,0,1,1574,0,1,3.7091,0
33,1,2,0,1,8,4,5,4.4155,1
27,1,0,0,1,5052,1,1,3.9303,0
37,1,2,1,1,22,4,3,4.006,1
29,1,0,0,1,3999,1,0,4.0473,0
34,1,2,1,0,25,3,4,4.2784,1
26,1,0,0,1,7286,1,1,4.1039,0
32,1,2,0,0,7,2,1,4.0306,1
24,1,0,0,1,1566,0,0,3.8554,0
34,1,2,0,0,13,4,1,4.1973,1
27,1,0,0,1,7746,0,1,3.838,0
31,1,2,1,0,23,4,3,4.2116,1
24,1,0,0,1,7783,1,0,3.8554,0
33,1,2,0,0,5,4,4,4.3697,1
23,1,0,0,1,4132,0,0,3.7623,0
33,1,2,0,0,22,5,3,3.859,1
25,1,0,0,1,4194,0,0,3.8937,0
34,1,2,0,0,30,2,1,4.4104,1
24,1,0,0,1,6021,1,0,3.8554,0
36,1,2,0,0,45,4,4,4.2181,1
28,1,0,0,1,1116,0,1,4.155,0
33,1,2,1,1,37,4,1,4.003,1
27,1,0,0,1,973,0,0,3.838,0
38,1,2,0,0,15,5,2,4.0708,1
27,1,0,0,1,2665,0,0,3.708,0
37,1,2,0,0,36,2,2,4.3915,1
25,1,0,0,1,7447,0,0,3.8937,0
33,1,2,1,0,5,5,4,4.0637,1
26,1,0,0,1,6859,0,1,3.5843,0
31,1,2,1,1,33,2,4,4.3894,1
24,1,0,0,1,6718,1,1,3.7721,0
32,1,2,1,1,20,3,5,4.2264,1
25,1,0,0,1,2985,0,1,3.8937,0
35,1,2,0,1,36,4,2,4.1474,1
28,1,0,0,1,4379,0,0,4.0122,0
35,1,2,0,1,45,5,1,4.0472,1
24,1,0,0,1,2280,1,0,3.8554,0
36,1,2,0,0,16,4,2,4.1206,1
31,1,0,0,1,745,0,1,3.9536,0
37,1,2,0,0,45,3,4,4.1654,1
29,1,0,0,1,4893,1,0,4.0473,0
32,1,2,0,0,18,4,1,3.9528,1
24,1,0,0,1,4655,1,1,3.8035,0
31,1,2,0,0,31,2,5,3.9779,1
23,1,0,0,1,4753,1,0,3.7623,0
33,1,2,0,1,18,2,3,3.9802,1
27,1,0,0,1,4126,0,1,3.764,0
30,1,2,0,1,45,3,1,3.8981,1
27,1,0,0,1,5659,1,0,3.8101,0
35,1,2,1,0,45,2,2,4.2074,1
24,1,0,0,1,7662,1,0,3.8554,0
33,1,2,0,1,40,2,4,4.165,1
26,1,0,0,1,2401,1,1,4.1039,0
34,1,2,0,0,30,4,1,4.0545,1
27,1,0,0,1,1975,1,0,3.9303,0
33,1,2,0,0,28,3,2,3.9802,1
25,1,0,0,1,1981,1,1,3.8937,0
32,1,2,0,0,9,4,4,4.2889,1
24,1,0,0,1,6018,0,0,3.8554,0
31,1,2,0,1,31,3,4,3.9134,1
28,1,0,0,1,7067,0,0,4.0122,0
36,1,2,0,0,29,3,5,4.3083,1
27,1,0,0,1,562,0,1,3.8562,0
34,1,2,0,0,5,2,5,3.9369,1
27,1,0,0,1,1344,0,1,3.8101,0
32,1,2,0,0,19,4,5,3.9414,1
27,1,0,0,1,726,0,0,3.708,0
34,1,2,0,1,17,4,1,4.1019,1
26,1,0,0,1,4944,1,0,4.1039,0
35,1,2,0,0,24,2,4,4.1719,1
23,1,0,0,1,7439,1,1,3.6753,0
34,1,2,0,0,7,4,5,4.1019,1
24,1,0,0,1,978,0,0,3.7091,0
35,1,2,0,0,43,5,4,4.1147,1
26,1,0,0,1,2276,0,0,4.1039,0
35,1,2,1,0,27,5,2,4.0332,1
24,1,0,0,1,2293,0,0,3.8554,0
31,1,2,0,0,23,4,2,4.2603,1
23,1,0,0,1,884,0,1,3.6425,0
29,1,2,0,0,37,3,3,3.8573,1
24,1,0,0,1,6633,0,0,3.7721,0
31,1,2,0,0,25,3,4,4.1313,1
24,1,0,0,1,2642,0,0,3.7202,0
36,1,2,0,0,18,5,5,3.9722,1
23,1,0,0,1,1565,0,0,3.6425,0
30,1,2,0,0,41,5,1,3.8981,1
24,1,0,0,1,7836,0,1,3.7721,0
36,1,2,1,1,21,3,3,4.086,1
27,1,0,0,1,7773,0,1,3.838,0
36,1,2,0,0,32,2,4,4.1835,1
23,1,0,0,1,5341,1,1,3.6753,0
36,1,2,1,0,40,2,5,4.2737,1
27,1,0,0,1,4950,1,0,3.764,0
31,1,2,0,0,43,2,1,3.7726,1
26,1,0,0,1,6940,1,1,3.921,0
35,1,2,0,0,35,3,3,4.2861,1
27,1,0,0,1,5638,0,0,3.8562,0
32,1,2,0,0,42,5,1,4.2653,1
24,1,0,0,1,1811,0,0,3.8554,0
32,1,2,0,0,3,5,1,4.2181,1
25,1,0,0,1,3931,0,0,3.8937,0
31,1,2,0,1,26,2,2,3.8858,1
27,1,0,0,1,5277,0,1,3.764,0
37,1,2,1,1,9,3,5,4.2293,1
28,1,0,0,1,2040,0,0,4.155,0
31,1,2,0,0,16,5,4,4.1715,1
24,1,0,0,1,1317,1,1,3.6887,0
32,1,2,0,1,28,4,1,4.3278,1
26,1,0,0,1,3823,0,0,3.921,0
34,1,2,0,0,40,5,2,4.2561,1
27,1,0,0,1,4471,1,0,3.708,0
36,1,2,0,1,20,5,4,4.0487,1
27,1,0,0,1,5650,0,0,3.8101,0
34,1,2,0,1,42,3,5,3.9987,1
24,1,0,0,1,1824,0,0,3.7202,0
31,1,2,0,0,12,4,5,3.7844,1
24,1,0,0,1,3757,0,0,3.8554,0
33,1,2,1,0,33,3,1,4.0815,1
24,1,0,0,1,7992,1,1,3.6887,0
33,1,2,0,0,29,4,3,3.7259,1
23,1,0,0,1,1221,0,1,3.6753,0
33,1,2,0,0,3,4,4,4.1273,1
23,1,0,0,1,5506,0,1,3.6425,0
34,1,2,1,0,17,4,5,4.0209,1
31,1,0,0,1,4489,0,0,3.9536,0
30,1,2,0,0,40,3,2,3.8566,1
27,1,0,0,1,4285,0,1,3.8101,0
32,1,2,0,0,2,2,2,4.0039,1
24,1,0,0,1,701,0,0,3.7091,0
34,1,2,1,0,24,4,4,4.0767,1
25,1,0,0,1,4252,0,0,3.8937,0
31,1,2,0,1,18,5,5,4.0582,1
27,1,0,0,1,2893,1,1,3.8562,0
35,1,2,0,0,2,3,4,4.1503,1
26,1,0,0,1,4631,1,0,3.921,0
35,1,2,0,1,38,2,5,4.0576,1
27,1,0,0,1,615,1,0,3.8562,0
31,1,2,0,1,6,5,3,4.236,1
24,1,0,0,1,7158,1,1,3.8554,0
31,1,2,0,1,14,2,5,4.1313,1
26,1,0,0,1,3355,1,1,4.1039,0
32,1,2,0,0,2,3,1,4.3667,1
27,1,0,0,1,7485,0,0,3.8101,0
32,1,2,0,1,44,4,5,4.0542,1
26,1,0,0,1,7878,0,0,3.5843,0
31,1,2,0,1,10,2,1,4.0668,1
24,1,0,0,1,7800,0,1,3.6887,0
35,1,2,0,0,29,5,1,4.1072,1
23,1,0,0,1,7459,0,0,3.6212,0
35,1,2,1,0,22,4,1,4.4004,1
24,1,0,0,1,506,0,0,3.8035,0
35,1,2,0,0,42,2,5,4.0687,1
24,1,0,0,1,4462,1,0,3.7721,0
35,1,2,0,0,2,5,2,4.3789,1
24,1,0,0,1,4653,1,0,3.8554,0
36,1,2,0,1,18,2,3,4.1734,1
24,1,0,0,1,2421,0,0,3.8554,0
34,1,2,1,0,9,4,5,4.0912,1
23,1,0,0,1,2770,1,0,3.6425,0
37,1,2,0,0,20,2,3,4.1549,1
27,1,0,0,1,4186,1,0,3.8562,0
32,1,2,0,0,22,4,5,4.2028,1
27,1,0,0,1,3730,0,0,3.708,0
33,1,2,1,1,37,5,3,4.2485,1
23,1,0,0,1,6799,1,0,3.7623,0
38,1,2,0,0,33,4,4,4.2185,1
24,1,0,0,1,5481,0,0,3.7091,0
33,1,2,0,0,16,4,5,4.4532,1
28,1,0,0,1,6876,0,1,4.0122,0
36,1,2,0,1,29,3,3,4.2181,1
24,1,0,0,1,7796,1,0,3.6887,0
36,1,2,0,1,37,4,5,4.0277,1
27,1,0,0,1,3727,1,0,3.708,0
35,1,2,0,1,39,4,2,4.2646,1
27,1,0,0,1,4676,1,1,3.8562,0
36,1,2,0,0,3,3,4,4.0487,1
24,1,0,0,1,1362,1,0,3.6887,0
38,1,2,0,1,28,4,5,4.1158,1
23,1,0,0,1,4933,0,0,3.6425,0
32,1,2,1,1,10,3,2,4.1014,1
29,1,0,0,1,1310,1,1,4.0473,0
36,1,2,0,0,31,4,4,4.4404,1
26,1,0,0,1,2500,0,1,4.1039,0
33,1,2,0,0,34,3,5,3.8849,1
27,1,0,0,1,6638,1,1,3.8101,0
35,1,2,0,1,36,5,2,4.1147,1
27,1,0,0,1,2700,1,0,3.764,0
33,1,2,0,0,18,3,5,4.332,1
27,1,0,0,1,2924,0,0,3.764,0
36,1,2,1,0,40,5,5,4.3083,1
27,1,0,0,1,7796,0,1,3.708,0
32,1,2,0,0,6,2,5,4.2264,1
27,1,0,0,1,2508,0,0,3.8101,0
29,1,2,0,0,23,4,1,4.1852,1
24,1,0,0,1,3017,1,0,3.8554,0
29,1,2,1,1,45,2,1,3.9783,1
24,1,0,0,1,3645,0,1,3.7721,0
35,1,2,0,1,21,4,2,4.0332,1
27,1,0,0,1,2035,1,0,3.708,0
30,1,2,0,0,18,4,5,4.2151,1
23,1,0,0,1,1489,0,0,3.6753,0
33,1,2,1,1,22,4,3,4.1273,1
24,1,0,0,1,7538,1,0,3.7721,0
38,1,2,0,0,35,2,4,4.3462,1
27,1,0,0,1,7437,0,0,3.708,0
31,1,2,0,1,6,3,2,3.926,1
24,1,0,0,1,7860,1,1,3.8554,0
31,1,2,0,1,31,5,2,3.9378,1
26,1,0,0,1,1484,1,1,3.921,0
35,1,2,0,0,20,5,5,4.1503,1
27,1,0,0,1,4089,1,0,3.8101,0
33,1,2,0,0,10,2,3,3.8937,1
25,1,0,0,1,3523,0,1,3.8937,0
38,1,2,0,0,26,3,2,4.1658,1
24,1,0,0,1,4171,0,1,3.7721,0
34,1,2,0,0,13,5,5,4.0323,1
27,1,0,0,1,3039,1,0,3.708,0
33,1,2,0,0,29,2,2,4.0179,1
23,1,0,0,1,4032,0,1,3.7623,0
33,1,2,0,1,12,3,2,4.0667,1
23,1,0,0,1,2630,0,0,3.6212,0
31,1,2,0,0,12,4,5,3.9134,1
28,1,0,0,1,2085,0,1,4.0122,0
33,1,2,0,0,45,5,2,4.0179,1
24,1,0,0,1,3864,0,1,3.6887,0
33,1,2,1,1,28,2,2,3.9912,1
28,1,0,0,1,4784,1,0,4.155,0
34,1,2,0,0,17,2,1,4.3372,1
27,1,0,0,1,4977,0,1,3.838,0
33,1,2,0,1,39,2,2,4.2942,1
27,1,0,0,1,3245,0,1,3.764,0
33,1,2,0,0,13,4,4,4.165,1
24,1,0,0,1,1305,0,1,3.7202,0
32,1,2,1,0,43,5,1,4.2264,1
23,1,0,0,1,2971,0,0,3.6753,0
35,1,2,0,0,24,2,3,4.1287,1
24,1,0,0,1,1228,1,0,3.7091,0
33,1,2,0,0,29,4,1,4.0179,1
26,1,0,0,1,6696,0,0,3.921,0
34,1,2,0,0,31,2,3,4.0912,1
24,1,0,0,1,3643,0,0,3.8554,0
34,1,2,0,0,33,4,5,4.2339,1
24,1,0,0,1,5638,1,1,3.8554,0
34,1,2,0,1,24,3,5,4.1529,1
24,1,0,0,1,7596,1,1,3.8554,0
35,1,2,0,0,45,4,3,4.1719,1
29,1,0,0,1,691,0,0,4.0473,0
33,1,2,0,0,36,2,1,4.3091,1
31,1,0,0,1,3521,1,1,3.9536,0
30,1,2,1,0,37,3,4,4.1899,1
24,1,0,0,1,7108,1,0,3.7202,0
34,1,2,0,1,5,5,4,4.2561,1
25,1,0,0,1,2166,1,1,3.8937,0
31,1,2,0,0,42,5,4,3.9779,1
26,1,0,0,1,3549,0,0,4.1039,0
33,1,2,0,0,45,3,4,4.2108,1
24,1,0,0,1,4734,0,0,3.7202,0
36,1,2,1,1,21,4,1,4.2317,1
27,1,0,0,1,7821,0,0,3.9303,0
33,1,2,1,1,12,5,5,4.2108,1
27,1,0,0,1,5560,0,1,3.9303,0
37,1,2,0,0,41,3,4,4.3915,1
27,1,0,0,1,1883,0,0,3.764,0
31,1,2,1,0,22,4,4,4.0794,1
24,1,0,0,1,7508,0,0,3.7721,0
31,1,2,0,1,23,3,1,4.3248,1
26,1,0,0,1,5410,1,0,3.5843,0
31,1,2,0,0,2,2,2,4.1958,1
24,1,0,0,1,916,1,0,3.8554,0
34,1,2,0,1,12,5,1,4.0941,1
24,1,0,0,1,5714,0,0,3.8554,0
33,1,2,0,0,40,3,2,4.0667,1
28,1,0,0,1,5427,1,0,4.0122,0
35,1,2,0,1,41,4,4,4.2646,1
29,1,0,0,1,5702,1,1,4.0473,0
35,1,2,1,0,21,2,5,3.99,1
24,1,0,0,1,5811,1,0,3.7091,0
33,1,2,0,0,16,4,4,4.0179,1
24,1,0,0,1,3514,0,0,3.6887,0
33,1,2,0,0,13,2,1,4.0438,1
24,1,0,0,1,1053,0,1,3.7091,0
34,1,2,0,0,33,3,2,4.1385,1
27,1,0,0,1,4228,1,1,3.838,0
34,1,2,0,0,43,5,2,4.2784,1
26,1,0,0,1,3054,0,0,3.921,0
33,1,2,0,1,12,3,1,4.0896,1
24,1,0,0,1,7224,1,0,3.8554,0
32,1,2,0,1,26,5,1,4.1167,1
24,1,0,0,1,4745,1,0,3.7721,0
33,1,2,0,1,36,3,4,3.8967,1
30,1,0,0,1,2476,1,1,3.6981,0
33,1,2,1,0,36,5,4,4.0438,1
28,1,0,0,1,2223,0,1,4.0122,0
33,1,2,0,1,16,5,3,4.4303,1
31,1,0,0,1,2888,1,0,3.9536,0
31,1,2,0,1,45,3,2,4.2603,1
24,1,0,0,1,2156,1,1,3.8554,0
31,1,2,1,0,24,3,4,3.8858,1
27,1,0,0,1,6000,1,1,3.8101,0
36,1,2,0,0,19,3,4,3.9722,1
23,1,0,0,1,5784,0,1,3.6753,0
34,1,2,0,0,26,4,4,4.0545,1
27,1,0,0,1,6902,1,0,3.708,0
29,1,2,0,0,34,5,1,3.9094,1
24,1,0,0,1,3039,1,1,3.7202,0
31,1,2,0,0,39,5,4,4.0023,1
24,1,0,0,1,7667,0,1,3.8554,0
36,1,2,0,1,34,3,3,4.3502,1
24,1,0,0,1,1875,0,1,3.8554,0
35,1,2,0,0,8,2,1,3.8786,1
29,1,0,0,1,547,1,1,4.0473,0
34,1,2,0,1,30,4,2,3.9735,1
28,1,0,0,1,3321,0,0,4.0122,0
32,1,2,1,0,8,5,3,4.1556,1
23,1,0,0,1,5501,1,1,3.6753,0
33,1,2,1,0,13,3,4,3.7785,1
24,1,0,0,1,7534,1,1,3.8035,0
31,1,2,1,1,23,5,3,4.236,1
27,1,0,0,1,3525,1,1,3.9303,0
31,1,2,0,0,7,3,1,4.2847,1
24,1,0,0,1,4387,0,0,3.8554,0
36,1,2,1,1,14,4,3,4.1626,1
26,1,0,0,1,2749,0,0,4.1039,0
29,1,2,1,0,14,4,3,4.0213,1
29,1,0,0,1,7213,1,1,4.0473,0
32,1,2,0,1,5,3,5,4.1136,1
27,1,0,0,1,3856,1,1,3.838,0
33,1,2,0,0,37,3,1,3.8937,1
28,1,0,0,1,3154,0,0,4.0122,0
33,1,2,1,1,27,3,4,4.0667,1
24,1,0,0,1,5162,1,0,3.6887,0
35,1,2,0,0,34,4,1,3.7427,1
29,1,0,0,1,6411,1,1,4.0473,0
36,1,2,0,1,4,3,2,4.086,1
23,1,0,0,1,5940,1,0,3.6425,0
35,1,2,0,0,41,2,2,4.2646,1
27,1,0,0,1,4521,1,1,3.8101,0
30,1,2,0,0,8,4,5,4.0062,1
24,1,0,0,1,4313,0,1,3.7721,0
38,1,2,0,0,25,4,2,4.146,1
28,1,0,0,1,1642,0,1,4.155,0
29,1,2,0,0,38,3,3,4.1423,1
25,1,0,0,1,6054,0,0,3.8937,0
30,1,2,1,0,12,3,4,4.0817,1
31,1,0,0,1,1070,0,1,3.9536,0
38,1,2,0,0,27,4,2,4.1814,1
24,1,0,0,1,2542,1,0,3.7721,0
34,1,2,0,0,42,3,4,3.9735,1
23,1,0,0,1,3007,1,0,3.6753,0
33,1,2,0,1,23,3,3,3.8132,1
24,1,0,0,1,6078,0,0,3.6887,0
34,1,2,0,0,40,3,5,4.315,1
31,1,0,0,1,6039,0,1,3.9536,0
34,1,2,0,0,25,5,3,3.8895,1
23,1,0,0,1,1300,0,1,3.6425,0
33,1,2,0,0,42,3,5,4.1273,1
24,1,0,0,1,6098,1,1,3.8554,0
30,1,2,1,0,44,2,3,4.1484,1
24,1,0,0,1,6011,1,0,3.8554,0
34,1,2,1,1,34,4,5,4.0323,1
26,1,0,0,1,761,0,0,4.1039,0
34,1,2,1,1,4,2,2,4.396,1
24,1,0,0,1,2670,1,0,3.7721,0
36,1,2,1,0,23,5,3,3.9275,1
29,1,0,0,1,1335,0,1,4.0473,0
35,1,2,0,0,11,5,4,4.1043,1
23,1,0,0,1,4643,0,1,3.6753,0
33,1,2,0,0,27,2,1,4.1502,1
26,1,0,0,1,3496,1,0,3.921,0
31,1,2,0,0,12,2,5,3.8213,1
24,1,0,0,1,6434,1,1,3.7202,0
31,1,2,0,0,32,5,3,4.1557,1
26,1,0,0,1,4390,1,0,4.1039,0
31,1,2,0,0,23,5,2,4.0149,1
24,1,0,0,1,7094,1,1,3.8035,0
33,1,2,0,0,21,2,2,3.9832,1
26,1,0,0,1,5358,1,1,3.5843,0
33,1,2,0,0,3,5,1,4.332,1
27,1,0,0,1,6979,0,0,3.8101,0
32,1,2,0,0,39,2,2,4.3514,1
26,1,0,0,1,1771,0,0,3.921,0
35,1,2,0,1,32,2,2,4.1719,1
27,1,0,0,1,3307,1,0,3.9303,0
33,1,2,1,0,20,3,3,3.9802,1
27,1,0,0,1,3309,0,0,3.9303,0
33,1,2,0,0,8,2,3,4.165,1
26,1,0,0,1,2630,1,0,3.5843,0
30,1,2,0,0,29,3,3,4.1484,1
26,1,0,0,1,1933,0,1,4.1039,0
33,1,2,0,1,40,2,2,4.1273,1
31,1,0,0,1,1081,0,0,3.9536,0
33,1,2,1,0,13,5,5,3.8997,1
27,1,0,0,1,6281,0,0,3.708,0
35,1,2,0,1,14,4,2,4.3433,1
27,1,0,0,1,7308,0,1,3.8562,0
31,1,2,1,1,26,3,2,4.0424,1
24,1,0,0,1,521,1,1,3.8554,0
32,1,2,0,1,29,2,3,4.0778,1
24,1,0,0,1,2245,0,0,3.7091,0
31,1,2,1,1,14,5,5,4.1313,1
29,1,0,0,1,2177,0,1,4.0473,0
34,1,2,1,1,41,4,2,4.3594,1
27,1,0,0,1,7217,1,1,3.764,0
29,1,2,0,0,15,4,4,3.8539,1
27,1,0,0,1,7061,1,0,3.838,0
34,1,2,0,0,9,5,3,4.0209,1
27,1,0,0,1,2429,1,1,3.8101,0
35,1,2,0,1,9,3,3,4.1643,1
27,1,0,0,1,7666,1,1,3.838,0
37,1,2,1,0,35,4,1,4.0104,1
26,1,0,0,1,3318,1,0,3.5843,0
37,1,2,1,1,11,4,3,4.3782,1
24,1,0,0,1,2152,0,1,3.8554,0
34,1,2,0,0,36,3,4,4.1385,1
29,1,0,0,1,3461,0,1,4.0473,0
34,1,2,0,0,12,3,3,4.2561,1
23,1,0,0,1,5338,1,1,3.7623,0
35,1,2,1,1,36,4,4,4.2214,1
23,1,0,0,1,2927,0,1,3.6425,0
31,1,2,0,0,42,3,1,3.9779,1
27,1,0,0,1,7990,1,1,3.838,0
32,1,2,0,0,38,5,1,4.3042,1
26,1,0,0,1,6862,0,1,3.921,0
35,1,2,0,0,26,2,3,4.3189,1
24,1,0,0,1,1276,0,1,3.7091,0
35,1,2,0,0,36,3,3,3.9872,1
28,1,0,0,1,1711,1,1,4.0122,0
30,1,2,0,0,14,5,4,4.1899,1
27,1,0,0,1,7467,1,0,3.8101,0
38,1,2,0,0,29,4,1,4.1685,1
27,1,0,0,1,6037,1,0,3.708,0
32,1,2,0,0,37,4,5,4.1761,1
26,1,0,0,1,4968,0,0,4.1039,0
31,1,2,0,1,43,2,2,3.8732,1
27,1,0,0,1,913,0,0,3.8101,0
36,1,2,1,0,5,2,3,3.9722,1
30,1,0,0,1,7302,1,1,3.6981,0
30,1,2,1,0,4,5,4,4.1899,1
27,1,0,0,1,6667,0,0,3.8101,0
37,1,2,0,0,9,2,5,4.2399,1
24,1,0,0,1,7570,1,0,3.6887,0
31,1,2,1,1,5,3,2,4.236,1
27,1,0,0,1,865,1,1,3.708,0
30,1,2,0,1,7,5,3,4.3899,1
23,1,0,0,1,1922,1,1,3.6212,0
35,1,2,0,1,36,4,3,4.1719,1
23,1,0,0,1,5939,1,0,3.6212,0
35,1,2,1,0,12,4,2,3.843,1
25,1,0,0,1,5300,0,0,3.8937,0
31,1,2,0,0,36,2,4,3.9503,1
26,1,0,0,1,1035,1,1,3.5843,0
37,1,2,0,0,33,5,3,3.9156,1
27,1,0,0,1,6374,0,0,3.764,0
32,1,2,0,0,29,2,2,4.2889,1
28,1,0,0,1,2258,0,1,4.0122,0
34,1,2,1,0,28,5,2,4.1019,1
27,1,0,0,1,6129,0,0,3.838,0
34,1,2,0,0,3,5,3,4.1751,1
31,1,0,0,1,7609,0,1,3.9536,0
35,1,2,0,1,3,5,1,3.8513,1
24,1,0,0,1,7127,0,1,3.8554,0
36,1,2,0,0,32,2,1,4.2737,1
23,1,0,0,1,5651,1,1,3.6753,0
36,1,2,0,1,8,2,5,4.0515,1
24,1,0,0,1,3963,0,1,3.6887,0
35,1,2,1,0,26,3,2,4.229,1
27,1,0,0,1,2180,1,1,3.8101,0
31,1,2,0,1,26,3,2,4.1715,1
24,1,0,0,1,3648,0,0,3.7091,0
32,1,2,0,0,16,4,1,3.9917,1
26,1,0,0,1,7230,1,0,3.921,0
33,1,2,0,1,35,4,3,3.8818,1
26,1,0,0,1,1665,1,0,3.921,0
35,1,2,1,1,34,5,3,4.0716,1
24,1,0,0,1,1220,0,1,3.8554,0
30,1,2,0,1,28,4,3,4.0314,1
28,1,0,0,1,7704,1,1,4.155,0
32,1,2,0,0,14,2,5,4.0778,1
24,1,0,0,1,2460,1,1,3.6887,0
33,1,2,0,0,26,4,5,4.1044,1
26,1,0,0,1,6017,1,1,3.5843,0
35,1,2,0,0,25,4,1,4.0903,1
27,1,0,0,1,1355,1,1,3.8101,0
37,1,2,1,0,27,5,3,4.1858,1
28,1,0,0,1,7027,1,1,4.155,0
31,1,2,0,0,37,3,2,4.2202,1
24,1,0,0,1,6169,1,0,3.8554,0
32,1,2,1,0,5,2,4,4.0542,1
26,1,0,0,1,6325,1,1,3.921,0
33,1,2,1,0,3,3,1,4.2108,1
27,1,0,0,1,1899,0,0,3.8101,0
30,1,2,0,0,38,3,4,3.8314,1
27,1,0,0,1,6637,1,1,3.9303,0
35,1,2,0,0,34,3,3,4.3789,1
27,1,0,0,1,6747,1,1,3.708,0
36,1,2,0,0,10,2,4,4.1626,1
23,1,0,0,1,5355,1,1,3.6753,0
36,1,2,0,0,34,2,1,4.4404,1
24,1,0,0,1,2537,0,1,3.8554,0
30,1,2,0,1,43,5,2,4.2566,1
23,1,0,0,1,7935,1,0,3.7623,0
31,1,2,0,0,4,4,3,3.7726,1
23,1,0,0,1,3828,1,1,3.6753,0
32,1,2,0,1,36,2,5,4.0542,1
24,1,0,0,1,7461,1,0,3.8035,0
37,1,2,0,0,8,2,1,4.0441,1
23,1,0,0,1,2489,0,1,3.7623,0
31,1,2,0,1,45,5,2,4.2603,1
27,1,0,0,1,6053,0,1,3.9303,0
34,1,2,1,0,30,5,1,4.2339,1
27,1,0,0,1,647,1,1,3.8101,0
36,1,2,0,0,19,4,3,4.0067,1
24,1,0,0,1,6111,1,1,3.8035,0
28,1,2,0,0,35,3,1,3.7674,1
28,1,0,0,1,946,0,1,4.155,0
36,1,2,0,1,12,5,4,4.2317,1
27,1,0,0,1,7390,1,1,3.708,0
34,1,2,0,1,45,4,1,3.9987,1
26,1,0,0,1,1260,1,0,3.921,0
38,1,2,0,0,25,4,5,4.2185,1
31,1,0,0,1,4674,1,0,3.9536,0
36,1,2,1,1,8,5,3,4.1626,1
27,1,0,0,1,4236,1,1,3.9303,0
35,1,2,0,0,23,2,5,3.737,1
23,1,0,0,1,2005,0,1,3.6425,0
30,1,2,0,1,40,3,1,4.1899,1
24,1,0,0,1,6486,1,0,3.6887,0
37,1,2,1,0,32,4,5,4.0441,1
25,1,0,0,1,2902,0,0,3.8937,0
29,1,2,0,0,13,4,3,3.9783,1
23,1,0,0,1,7395,0,0,3.6425,0
31,1,2,0,1,19,3,1,3.9378,1
23,1,0,0,1,7791,0,1,3.6212,0
32,1,2,0,1,43,2,1,4.2028,1
24,1,0,0,1,7075,1,1,3.8554,0
34,1,2,0,0,18,3,4,4.1019,1
23,1,0,0,1,4486,0,0,3.6753,0
35,1,2,1,0,24,4,4,4.0903,1
28,1,0,0,1,7542,0,1,4.155,0
33,1,2,0,0,31,5,3,4.003,1
23,1,0,0,1,2460,1,0,3.6753,0
32,1,2,0,0,18,2,5,4.1639,1
29,1,0,0,1,1676,0,0,4.0473,0
30,1,2,0,0,23,2,4,4.2151,1
23,1,0,0,1,3202,1,1,3.6425,0
35,1,2,0,1,6,3,5,3.843,1
25,1,0,0,1,6122,1,0,3.8937,0
31,1,2,1,0,7,3,4,3.8732,1
30,1,0,0,1,4321,0,0,3.6981,0
31,1,2,0,1,24,2,3,4.3005,1
28,1,0,0,1,1547,0,1,4.155,0
31,1,2,1,1,6,5,1,3.8732,1
27,1,0,0,1,7876,1,0,3.8101,0
36,1,2,1,0,25,2,2,4.107,1
23,1,0,0,1,7718,0,1,3.6425,0
38,1,2,0,1,35,2,1,3.951,1
29,1,0,0,1,5860,0,0,4.0473,0
37,1,2,0,1,11,2,4,4.2426,1
27,1,0,0,1,1438,1,1,3.764,0
34,1,2,0,1,43,2,1,4.2339,1
25,1,0,0,1,1277,1,1,3.8937,0
34,1,2,0,1,8,3,1,4.0064,1
31,1,0,0,1,4158,0,0,3.9536,0
32,1,2,0,0,36,5,2,4.3278,1
26,1,0,0,1,5456,1,0,3.5843,0
32,1,2,0,1,10,3,4,4.2653,1
24,1,0,0,1,7229,1,1,3.8035,0
34,1,2,1,0,28,2,3,4.1019,1
28,1,0,0,1,6400,1,1,4.155,0
34,1,2,0,0,44,2,2,4.0912,1
27,1,0,0,1,2658,0,1,3.708,0
33,1,2,0,0,23,2,4,3.9683,1
24,1,0,0,1,4184,1,0,3.8554,0
33,1,2,0,0,35,5,2,3.9832,1
28,1,0,0,1,5991,1,1,4.0122,0
29,1,2,0,0,5,3,5,3.8404,1
29,1,0,0,1,633,0,1,4.0473,0
36,1,2,1,0,43,3,2,4.3292,1
28,1,0,0,1,1414,1,1,4.0122,0
38,1,2,0,0,28,2,3,4.2539,1
24,1,0,0,1,7679,0,0,3.6887,0
34,1,2,0,0,39,4,4,4.1163,1
27,1,0,0,1,1797,0,0,3.8562,0
33,1,2,0,1,27,4,1,4.2714,1
27,1,0,0,1,1794,0,0,3.838,0
